ID tij Gender Environment Result Date Season age dop RegionCEU RegionCHN RegionEEU RegionNAM RegionRUS season_number
3 0.234696880517952 0 1 15.19 38121 2004 22.5095890410959 0 0 0 0 1 0 4
3 0.236904061212478 0 1 15.53 38136 2004 22.5506849315069 0 0 0 0 1 0 4
3 0.280164802825191 0 1 15.39 38430 2005 23.3561643835616 0 0 0 0 1 0 5
3 0.282224838140082 0 1 14.91 38444 2005 23.3945205479452 0 0 0 0 1 0 5
3 0.283254855797528 0 1 13.99 38451 2005 23.413698630137 0 0 0 0 1 0 5
3 0.284284873454973 0 1 15.86 38458 2005 23.4328767123288 0 0 0 0 1 0 5
3 0.285167745732784 0 1 15.69 38464 2005 23.4493150684931 0 0 0 0 1 0 5
3 0.288257798705121 0 1 15.23 38485 2005 23.5068493150685 0 0 0 0 1 0 5
3 0.290464979399647 0 1 15.24 38500 2005 23.5479452054795 0 0 0 0 1 0 5
3 0.292230723955268 0 1 15.96 38512 2005 23.5808219178082 0 0 0 0 1 0 5
3 0.292525014714538 0 1 15.63 38514 2005 23.586301369863 0 0 0 0 1 0 5
4 0.0180988816951148 0 1 14.70 37015 2001 19.5068493150685 0 0 0 0 1 0 0
4 0.0563566804002354 0 0 14.46 37275 2002 20.2191780821918 0 0 0 0 1 0 1
4 0.057386698057681 0 0 14.62 37282 2002 20.2383561643836 0 0 0 0 1 0 1
4 0.0615067686874632 0 0 14.53 37310 2002 20.3150684931507 0 0 0 0 1 0 1
4 0.0706297822248381 0 1 14.56 37372 2002 20.4849315068493 0 0 0 0 1 0 1
4 0.0718069452619188 0 1 14.81 37380 2002 20.5068493150685 0 0 0 0 1 0 1
4 0.108887580929959 0 0 15.31 37632 2003 21.1972602739726 0 0 0 0 1 0 2
4 0.109917598587404 0 0 15.49 37639 2003 21.2164383561644 0 0 0 0 1 0 2
4 0.11094761624485 0 0 15.97 37646 2003 21.2356164383562 0 0 0 0 1 0 2
4 0.116097704532078 0 0 15.39 37681 2003 21.3315068493151 0 0 0 0 1 0 2
4 0.117127722189523 0 0 15.25 37688 2003 21.3506849315068 0 0 0 0 1 0 2
4 0.119040612124779 0 1 15.73 37701 2003 21.386301369863 0 0 0 0 1 0 2
4 0.122277810476751 0 1 15.48 37723 2003 21.4465753424658 0 0 0 0 1 0 2
4 0.123307828134197 0 1 15.77 37730 2003 21.4657534246575 0 0 0 0 1 0 2
4 0.124190700412007 0 1 15.17 37736 2003 21.4821917808219 0 0 0 0 1 0 2
4 0.125367863449088 0 1 16.23 37744 2003 21.5041095890411 0 0 0 0 1 0 2
4 0.126250735726898 0 1 16.29 37750 2003 21.5205479452055 0 0 0 0 1 0 2
4 0.164508534432019 0 0 14.73 38010 2004 22.2328767123288 0 0 0 0 1 0 3
4 0.16656856974691 0 0 14.55 38024 2004 22.2712328767123 0 0 0 0 1 0 3
4 0.167598587404356 0 0 14.53 38031 2004 22.2904109589041 0 0 0 0 1 0 3
4 0.17583872866392 0 1 14.70 38087 2004 22.4438356164384 0 0 0 0 1 0 3
4 0.177751618599176 0 1 14.47 38100 2004 22.4794520547945 0 0 0 0 1 0 3
4 0.180988816951148 0 1 14.46 38122 2004 22.5397260273973 0 0 0 0 1 0 3
4 0.183048852266039 0 1 14.55 38136 2004 22.5780821917808 0 0 0 0 1 0 3
5 0 0 1 14.40 36526 2000 17.4904109589041 0 0 0 0 1 0 0
5 0.0547380812242496 0 0 14.92 36898 2001 18.5095890410959 0 0 0 0 1 0 1
5 0.0607710417892878 0 0 15.34 36939 2001 18.6219178082192 0 0 0 0 1 0 1
5 0.0618010594467334 0 0 16.06 36946 2001 18.641095890411 0 0 0 0 1 0 1
5 0.0628310771041789 0 0 14.96 36953 2001 18.6602739726027 0 0 0 0 1 0 1
5 0.0690111830488523 0 1 14.66 36995 2001 18.7753424657534 0 0 0 0 1 0 1
5 0.0700412007062978 0 1 14.74 37002 2001 18.7945205479452 0 0 0 0 1 0 1
5 0.0710712183637434 0 1 15.49 37009 2001 18.813698630137 0 0 0 0 1 0 1
5 0.072248381400824 0 1 15.46 37017 2001 18.8356164383562 0 0 0 0 1 0 1
5 0.109181871689229 0 0 15.70 37268 2002 19.5232876712329 0 0 0 0 1 0 2
5 0.11124190700412 0 0 15.77 37282 2002 19.5616438356164 0 0 0 0 1 0 2
5 0.112271924661566 0 0 15.76 37289 2002 19.5808219178082 0 0 0 0 1 0 2
5 0.113301942319011 0 0 15.94 37296 2002 19.6 0 0 0 0 1 0 2
5 0.114331959976457 0 0 15.40 37303 2002 19.6191780821918 0 0 0 0 1 0 2
5 0.115361977633902 0 0 16.02 37310 2002 19.6383561643836 0 0 0 0 1 0 2
5 0.116391995291348 0 0 15.64 37317 2002 19.6575342465753 0 0 0 0 1 0 2
5 0.117422012948793 0 0 15.70 37324 2002 19.6767123287671 0 0 0 0 1 0 2
5 0.12051206592113 0 1 15.41 37345 2002 19.7342465753425 0 0 0 0 1 0 2
5 0.121542083578576 0 1 14.39 37352 2002 19.7534246575342 0 0 0 0 1 0 2
5 0.122572101236021 0 1 15.45 37359 2002 19.772602739726 0 0 0 0 1 0 2
5 0.123602118893467 0 1 15.55 37366 2002 19.7917808219178 0 0 0 0 1 0 2
5 0.125809299587993 0 1 16.12 37381 2002 19.8328767123288 0 0 0 0 1 0 2
5 0.126692171865803 0 1 15.87 37387 2002 19.8493150684932 0 0 0 0 1 0 2
5 0.127722189523249 0 1 15.81 37394 2002 19.8684931506849 0 0 0 0 1 0 2
5 0.12978222483814 0 1 15.48 37408 2002 19.9068493150685 0 0 0 0 1 0 2
5 0.162742789876398 0 0 14.40 37632 2003 20.5205479452055 0 0 0 0 1 0 3
5 0.163772807533843 0 0 14.44 37639 2003 20.5397260273973 0 0 0 0 1 0 3
5 0.165832842848735 0 0 14.82 37653 2003 20.5780821917808 0 0 0 0 1 0 3
5 0.16686286050618 0 0 14.64 37660 2003 20.5972602739726 0 0 0 0 1 0 3
5 0.168922895821071 0 0 14.75 37674 2003 20.6356164383562 0 0 0 0 1 0 3
5 0.169952913478517 0 0 14.58 37681 2003 20.6547945205479 0 0 0 0 1 0 3
5 0.172895821071218 0 1 14.67 37701 2003 20.7095890410959 0 0 0 0 1 0 3
5 0.174072984108299 0 1 14.73 37709 2003 20.7315068493151 0 0 0 0 1 0 3
5 0.17613301942319 0 1 14.81 37723 2003 20.7698630136986 0 0 0 0 1 0 3
5 0.177163037080636 0 1 15.08 37730 2003 20.7890410958904 0 0 0 0 1 0 3
5 0.177898763978811 0 1 15.40 37735 2003 20.8027397260274 0 0 0 0 1 0 3
5 0.179223072395527 0 1 14.74 37744 2003 20.827397260274 0 0 0 0 1 0 3
5 0.180253090052972 0 1 15.44 37751 2003 20.8465753424658 0 0 0 0 1 0 3
5 0.181283107710418 0 1 15.05 37758 2003 20.8657534246575 0 0 0 0 1 0 3
5 0.183195997645674 0 1 15.23 37771 2003 20.9013698630137 0 0 0 0 1 0 3
5 0.216303708063567 0 0 14.96 37996 2004 21.5178082191781 0 0 0 0 1 0 4
5 0.217333725721012 0 0 14.53 38003 2004 21.5369863013699 0 0 0 0 1 0 4
